time,seconds_elapsed,z,y,x,t
1766001843157732600,4.800732666015625,-4.802625179290772,8.925209999084473,-0.4017184972763061,3.061386962890625
1766001843176514000,4.81951416015625,-4.345771312713623,8.780599594116211,-0.4309669733047485,3.08016845703125
1766001843195295500,4.83829541015625,-3.6864609718322754,9.069820404052734,-0.564582109451294,3.09894970703125
1766001843214077200,4.8570771484375,-2.790734052658081,9.367877960205078,-0.790615439414978,3.1177314453125002
1766001843232858600,4.875858642578125,-1.755204439163208,9.585038185119627,-1.1030327081680298,3.1365129394531253
1766001843251640000,4.89464013671875,-0.9040260910987854,9.676448822021484,-1.3112858533859253,3.1552944335937503
1766001843270421800,4.913421875,-0.4931856095790863,9.706704139709473,-1.3065415620803833,3.1740761718750004
1766001843289203200,4.932203125,-0.3263455927371979,9.723883628845217,-1.2288086414337158,3.1928574218750003
1766001843307984600,4.950984619140625,-0.3058988153934479,9.731829643249512,-1.1697486639022827,3.2116389160156253
1766001843326766300,4.969766357421875,-0.3224084675312042,9.735350608825684,-1.135504961013794,3.2304206542968754
1766001843345547800,4.9885478515625,-0.3010678887367248,9.741435050964355,-1.088200569152832,3.2492021484375004
1766001843373720000,5.016719970703125,-0.1693186908960342,9.748443603515623,-1.0533620119094849,3.2773742675781254
1766001843392501800,5.035501708984375,-0.0674084648489952,9.75093936920166,-1.0416474342346191,3.2961560058593755
1766001843411283200,5.054283203125,-0.0153095750138163,9.751554489135742,-1.0379468202590942,3.3149375000000005
1766001843430064600,5.073064697265625,-0.0480484925210475,9.751538276672363,-1.0371094942092896,3.3337189941406256
1766001843458237000,5.10123681640625,-0.2632476687431335,9.747610092163086,-1.041725754737854,3.3618911132812506
1766001843477018600,5.1200185546875,-0.5020237565040588,9.73665714263916,-1.0563504695892334,3.3806728515625006
1766001843495800000,5.138800048828125,-0.8091206550598145,9.713099479675291,-1.0823150873184204,3.3994543457031257
1766001843514581500,5.15758154296875,-1.172884821891785,9.671269416809082,-1.1230666637420654,3.4182358398437507
1766001843533363200,5.17636328125,-1.7058804035186768,9.587234497070312,-1.159862995147705,3.437017578125
1766001843552144600,5.19514453125,-2.616976022720337,9.386170387268066,-1.105267882347107,3.4557988281250007
1766001843570926000,5.213926025390625,-3.1201064586639404,9.272441864013672,-0.6761285066604614,3.4745803222656257
1766001843589707800,5.232707763671875,-3.376267433166504,9.182018280029297,-0.6795239448547363,3.493362060546875
1766001843608489200,5.2514892578125,-3.622722148895264,9.08999252319336,-0.6467552185058594,3.5121435546875
1766001843627270700,5.270270751953125,-3.66875672340393,9.056601524353027,-0.8298138976097107,3.530925048828125
1766001843646052000,5.289052001953125,-3.745282888412476,9.036115646362305,-0.7013214230537415,3.549706298828125
1766001843664833800,5.307833740234375,-3.6925652027130127,9.064689636230469,-0.6056104302406311,3.568488037109375
1766001843683615200,5.326615234375,-3.473775625228882,9.148759841918944,-0.6351910829544067,3.58726953125
1766001843702396700,5.345396728515625,-3.110759019851685,9.276219367980955,-0.6673260927200317,3.606051025390625
1766001843721178400,5.364178466796875,-2.640979290008545,9.416254043579102,-0.7278599143028259,3.624832763671875
1766001843739959800,5.382959716796875,-2.225050210952759,9.510937690734863,-0.872697114944458,3.643614013671875
1766001843758741200,5.4017412109375,-1.906799793243408,9.570314407348633,-0.9713882803916932,3.6623955078125
1766001843777523000,5.42052294921875,-1.666400909423828,9.622191429138184,-0.8982943296432495,3.68117724609375
1766001843796304400,5.439304443359375,-1.4592430591583252,9.663252830505373,-0.813961386680603,3.699958740234375
1766001843815085800,5.4580859375,-1.2803051471710205,9.690118789672852,-0.7954894304275513,3.7187402343750002
