time,seconds_elapsed,z,y,x,t
1766001237683705000,11.609705078125,1.092531681060791,0.3481165766716003,1.145753264427185,9.249240478515624
1766001237702485200,11.6284853515625,0.8940005898475647,1.1620938777923584,1.172325849533081,9.268020751953124
1766001237721265400,11.647265380859375,0.7589994668960571,1.4684425592422483,0.9113339185714722,9.286800781250001
1766001237740045600,11.666045654296877,0.638353705406189,1.539913773536682,0.6211731433868408,9.3055810546875
1766001237758825700,11.68482568359375,0.7466294765472412,1.3112976551055908,0.2439641207456588,9.324361083984375
1766001237777606000,11.70360595703125,0.9097303748130798,0.9229403138160706,-0.3207803666591644,9.343141357421874
1766001237796386300,11.72238623046875,0.7785471677780151,0.4014145135879516,-0.8137482404708862,9.361921630859374
1766001237815166500,11.74116650390625,0.3558287322521209,-0.1703549176454544,-1.0848194360733032,9.380701904296874
1766001237833946600,11.759946533203124,-0.0937677472829818,-0.2566395699977875,-1.2079087495803833,9.399481933593748
1766001237852726800,11.778726806640623,-0.2116646468639373,-0.05337430909276,-1.272813081741333,9.418262207031248
1766001237871507000,11.7975068359375,-0.189673513174057,-0.0304668806493282,-1.3288599252700806,9.437042236328125
1766001237890287000,11.816287109375,-0.2142608165740966,-0.0633008629083633,-1.2210423946380615,9.455822509765625
1766001237909067500,11.835067626953125,-0.1252272725105285,-0.1553887277841568,-0.9052252173423768,9.47460302734375
1766001237927847700,11.85384765625,-0.0137444576248526,-0.6071232557296753,-0.6427060961723328,9.493383056640624
1766001237946627800,11.8726279296875,-0.1841757297515869,-1.080085277557373,-0.5403862595558167,9.512163330078124
1766001237965408000,11.891407958984376,-0.3181078433990478,-1.131245255470276,-0.487546443939209,9.530943359375001
1766001237984188200,11.910188232421875,-0.268169641494751,-0.3192532062530517,0.1549305766820907,9.549723632812501
1766001238002968300,11.92896826171875,0.1104138121008873,-0.5249619483947754,0.7486911416053772,9.568503662109375
1766001238021748500,11.94774853515625,0.6966912746429443,0.5371792316436768,0.3354411125183105,9.587283935546875
1766001238040528600,11.966528564453125,0.5406153202056885,0.1914297491312027,0.3873646259307861,9.606063964843749
1766001238059309000,11.98530908203125,-0.1612683087587356,-1.5556435585021973,0.5558105707168579,9.624844482421874
1766001238078089200,12.004089111328126,-0.0175623632967472,-1.4853941202163696,0.8384882807731628,9.643624511718752
1766001238096869400,12.022869384765626,0.7712168097496033,-1.0814597606658936,0.9539417028427124,9.662404785156252
1766001238115649500,12.0416494140625,1.088408350944519,-0.6440805792808533,0.9368374943733216,9.681184814453125
1766001238134429700,12.0604296875,1.0024291276931765,0.169133186340332,1.0234276056289673,9.699965087890625
1766001238153209900,12.0792099609375,0.943175196647644,0.8580359220504761,1.251585602760315,9.718745361328125
1766001238171990300,12.097990234375,0.7539598345756531,1.389641046524048,1.3500875234603882,9.737525634765625
1766001238190770400,12.1167705078125,0.2936732470989227,1.4354559183120728,0.932866871356964,9.756305908203124
1766001238209550600,12.135550537109374,-0.2105956375598907,1.551978349685669,0.2438113987445831,9.775085937499998
1766001238228330800,12.154330810546876,-0.4245510101318359,1.54693865776062,-0.3245982825756073,9.793866210937502
1766001238247111000,12.17311083984375,-0.8045089244842529,0.2899316847324371,-0.8954514265060425,9.812646240234375
1766001238265891300,12.191891357421875,-1.6351323127746582,-0.7743474841117859,-1.2008837461471558,9.831426757812501
1766001238284671500,12.21067138671875,-1.8309144973754885,-0.8274927139282227,-1.346727728843689,9.850206787109375
1766001238303451600,12.22945166015625,-1.5097522735595703,-0.004657844081521,-1.2844195365905762,9.868987060546875
1766001238322231800,12.248231689453124,-1.008843183517456,0.9904409050941468,-0.5851321220397949,9.887767089843749
1766001238341012000,12.267011962890624,-0.0751363709568977,-0.107283130288124,-0.5781071782112122,9.906547363281248
1766001238359792000,12.285792236328126,0.233961209654808,-0.2120464295148849,-1.2989275455474854,9.925327636718752
1766001238378572300,12.304572265625,-0.5296197533607483,-1.7022510766983032,-1.1260528564453125,9.944107666015626
