skill,recording,window_id,start_time,end_time,n_samples,fs,pause_time,acc_x_mean,acc_x_std,acc_x_mom2,acc_x_mom3,acc_x_kurtosis,acc_x_zcr,acc_y_mean,acc_y_std,acc_y_mom2,acc_y_mom3,acc_y_kurtosis,acc_y_zcr,acc_z_mean,acc_z_std,acc_z_mom2,acc_z_mom3,acc_z_kurtosis,acc_z_zcr,acc_mag_mean,acc_mag_std,acc_mag_mom2,acc_mag_mom3,acc_mag_kurtosis,acc_mag_zcr,gyro_x_mean,gyro_x_std,gyro_x_mom2,gyro_x_mom3,gyro_x_kurtosis,gyro_x_zcr,gyro_y_mean,gyro_y_std,gyro_y_mom2,gyro_y_mom3,gyro_y_kurtosis,gyro_y_zcr,gyro_z_mean,gyro_z_std,gyro_z_mom2,gyro_z_mom3,gyro_z_kurtosis,gyro_z_zcr,gyro_mag_mean,gyro_mag_std,gyro_mag_mom2,gyro_mag_mom3,gyro_mag_kurtosis,gyro_mag_zcr,grav_x_mean,grav_x_std,grav_x_mom2,grav_x_mom3,grav_x_kurtosis,grav_x_zcr,grav_y_mean,grav_y_std,grav_y_mom2,grav_y_mom3,grav_y_kurtosis,grav_y_zcr,grav_z_mean,grav_z_std,grav_z_mom2,grav_z_mom3,grav_z_kurtosis,grav_z_zcr,grav_mag_mean,grav_mag_std,grav_mag_mom2,grav_mag_mom3,grav_mag_kurtosis,grav_mag_zcr
Heading,a,5,5.145856689453125,7.239884033203126,106,53.24666883327716,1.896829345703125,0.2122464698721777,2.7835205356675523,7.747986572482978,17.128473956251785,2.0100438310046185,0.238095238095238,-1.5091571133091766,5.826992690761951,33.9538438181932,48.01595027455592,0.9155162012299972,0.1238095238095238,0.0224392220096768,4.706066247312386,22.147059524092885,-113.05277161133247,2.1259585790917583,0.1809523809523809,5.970424640579257,5.525036361983729,30.5260268012424,130.066252987454,-0.679086014267877,0.0952380952380952,-0.0268989403991309,1.0694875557503634,1.1438036319048863,-0.5632145337334229,0.8105930356717357,0.1142857142857142,-0.0553077530949969,0.5727795004266498,0.3280763561090026,-0.1586463207786808,0.8346952496182225,0.2285714285714285,0.0471115047501988,0.5741365801840315,0.3296328127054148,-0.2465147830512713,4.429683518573459,0.1333333333333333,1.012604182810751,0.8843910696633679,0.782147564100316,0.7962457121419166,0.6123014225075445,0.1238095238095238,0.8962058329005849,0.777047323195127,0.6038025424847122,0.4462873248861667,-0.3387531228920855,0.0380952380952381,9.727421643599024,0.0733781715011509,0.0053843560528523,-0.0007478869114487,2.473604213675883,0.0761904761904762,-1.6222657597852204,1.2123968108996803,1.4699060270797153,-1.8113158289863636,-0.4277214258461024,0.0380952380952381,10.000118469245106,0.3665875738967717,0.134386449335521,0.0801251982836663,1.040673241755381,0.0380952380952381
Pass,h,14,14.3100791015625,16.300726318359374,106,53.24874548244272,1.267623779296875,-0.0932176684574136,1.3602779710002464,1.850356158388547,1.4475766992537809,0.7974465298309603,0.1523809523809524,0.5280393294568332,1.4782560827294071,2.185241046126492,-3.059750204549308,0.570877463086573,0.0761904761904762,-0.0874852526862666,1.8457045972265351,3.4066254602231663,-1.2014470009797296,0.9018394252523456,0.0476190476190476,2.525498225317768,1.165868824207274,1.359250115258451,2.655091195593591,6.552193555445955,0.0952380952380952,0.051986902073588,1.0695861296854698,1.1440144888155428,-0.9104776564901548,0.6345214748331127,0.0571428571428571,-0.0548164688011209,0.7875051522147685,0.6201643647648056,-0.350358369488925,3.1644752187235907,0.1047619047619047,0.0451852640242509,0.4731606705995943,0.2238810202022578,0.1139098451878986,1.66419942842038,0.0857142857142857,1.1637177742149714,0.800980653376056,0.6415700070827335,0.8029726595204383,3.914728121728383,0.0476190476190476,0.312831094277636,0.7540358865808662,0.5685701182517928,0.3202969506625401,-0.1392075156629402,0.0380952380952381,8.978577289941176,0.4952419990074928,0.2452646375809375,0.0286298462174806,-1.2305362095060337,0.0285714285714285,-3.3610549975748896,1.829521583649228,3.347149225038379,5.675669246760487,-0.5477646149445881,0.0285714285714285,9.806650198849166,4.628554545031967e-07,2.1423517176336083e-13,4.0602895411183234e-20,,0.4952380952380952
Pass,e,17,17.239249755859376,19.28618041992188,107,53.25082229358039,2.8732019042968746,-0.412837618143759,2.6336481179222835,6.936102409035585,-12.90092203800361,0.7280960365552112,0.2075471698113207,-0.212071989184228,3.4353800090415536,11.801835806522346,25.65379706113332,0.7917789250874461,0.1132075471698113,-0.4873927675675009,2.9725010095232176,8.835762251616547,22.44421437484737,-0.3052103249574616,0.0566037735849056,4.822957863930739,2.183057270744724,4.7657390473514045,12.134564834262468,1.504662389144313,0.1981132075471698,0.0594358563283893,1.2861843262139734,1.6542701209984925,-0.2207735493635193,-1.026876995145284,0.0660377358490566,0.0637590111838218,0.960771080194634,0.923081068538364,-0.3145982719829077,0.2776323899085247,0.1509433962264151,0.0340842595193361,0.8410949979661987,0.7074407956037598,0.3963456731061386,-0.2803369069406813,0.0754716981132075,1.6717571767280883,0.706243227557161,0.4987794964703558,-0.0160516409576694,-0.6618331549405472,0.1132075471698113,0.8543394366366284,0.804295270460602,0.6468908820852929,-0.0733682200076455,-1.4902873249318602,0.0377358490566037,8.893479824066162,0.464724503377722,0.2159688640396703,-0.0893998824300979,0.3529817301690059,0.0660377358490566,-3.750066680885921,1.1919096542794223,1.4206486239644922,0.5288038560337531,-0.1461886600366271,0.0660377358490566,9.806650179100124,4.926847235980381e-07,2.427382368668752e-13,-4.858859066876526e-20,,0.5943396226415094
Juggling,f,3,3.014285888671874,5.051982666015625,106,53.24597665288756,1.38976318359375,1.1343673336899505,7.839424176442886,61.45657141819723,580.0942592367177,2.044589731055821,0.2571428571428571,0.1288074367451218,8.840313548321737,78.15114363264084,897.9080890916707,3.331498237300509,0.2095238095238095,-0.2187084864895299,6.47718611884175,41.953940018116256,-32.43794757192468,1.022288055921683,0.2666666666666666,11.622215344483877,6.9164282372453005,47.83697956096413,501.2140309722786,3.0451981358769817,0.3142857142857143,0.0799094745801445,1.9553463481290432,3.823379341141585,-8.496197784632555,1.9954407664204383,0.1428571428571428,0.3671614257618785,2.0496914348830866,4.201234978233087,1.0878945205573058,2.63676642391168,0.1904761904761904,0.0123195891457451,2.2267284499773834,4.9583195899386805,-16.40272328161148,2.196636909270973,0.1714285714285714,2.9699761062049426,2.074492864980974,4.303520646856971,14.085273674857982,1.929485649026464,0.1142857142857142,-1.849178920754776,2.3543183519879336,5.542814902507179,-6.089747768359469,-0.438894356025354,0.019047619047619,9.388852042971918,0.5420754671491596,0.2938458120849795,-0.3476639778974155,4.101500839267133,0.0761904761904762,-0.1246725706348441,2.172689620788029,4.720580188280032,13.792521123791234,1.107449896878932,0.0666666666666666,10.075333301421336,0.7940077983199475,0.6304483837928904,1.422529096068995,6.363235645763762,0.019047619047619
Shots,d,3,3.061246582031249,5.080169189453125,106,53.24597665288756,2.12221240234375,0.0115467148463962,2.1636022475682366,4.681174685682325,18.251514472019704,2.9773451206671053,0.1238095238095238,0.8846758761495914,3.0164916017405656,9.099221583371364,-43.70902174494223,2.8685222313612417,0.0857142857142857,0.1932797859299857,3.135264055774202,9.829880699429696,-82.99735759495337,8.077050530102008,0.1238095238095238,3.91181396064282,3.0212795822163248,9.12813031391725,63.53973054048736,5.849758019325948,0.1333333333333333,-0.1393261583201271,1.2430223294710676,1.5451045115636792,-0.7582265385991125,-0.9655559624759538,0.0571428571428571,0.0029405080098307,0.6348269245801043,0.4030052241718333,-0.2830500980111999,2.7653883846751803,0.1904761904761904,-0.1091373303096811,0.7168251051084042,0.5138382313136748,-0.0094846180808158,-1.2187579403452178,0.0571428571428571,1.40888833762544,0.712960728931782,0.508313000998938,0.0808651326480296,-0.8621442287766343,0.1238095238095238,0.2789970818590724,0.4329195956295978,0.1874193762800944,-0.0445441437624201,-0.8163469140824571,0.0666666666666666,7.034489730619034,0.8877175886664892,0.788042517227846,0.1543719258795806,-1.3861910699051936,0.0476190476190476,-6.685253336744489,0.9697560410696704,0.9404267791911204,0.446611967353549,-1.131460539929704,0.0476190476190476,9.806650090169564,4.196796895216594e-07,1.7613104179699646e-13,3.047426624960553e-20,,0.5523809523809524
Shots,a,4,4.009597412109375,6.028482910156249,106,53.24736103166575,2.901555908203125,0.3843683665091136,3.054941982697077,9.332670517645148,61.67076094431694,5.497429521139729,0.1523809523809524,0.1167498309657259,2.213541137136083,4.899764365793705,-11.19272659601987,1.472886124431657,0.1333333333333333,0.11955019944119,1.7949736983214155,3.22193057766566,-1.9453512111548723,3.296437992003381,0.1428571428571428,3.216009978887247,2.699501267121762,7.287307091192,43.339787323778296,4.979434621343287,0.1047619047619047,0.3706465291983957,1.289567986052954,1.6629855906526725,0.7286930372886707,-0.2580756930675889,0.0761904761904762,0.3316938139867248,0.7945531783551101,0.6313147532342074,0.5318517685542687,1.78742484701025,0.1238095238095238,-0.0125068845754524,0.8933370132260319,0.7980510191996074,-0.2432865959700346,-1.1722594690408568,0.0476190476190476,1.6135581274457322,0.8581011539707711,0.736337590445969,0.5694135460696464,0.7723504089481996,0.0952380952380952,1.2036020975770816,0.8041057484311555,0.6465860546600287,-0.4569160534890009,-0.0646337331000297,0.0476190476190476,7.751249281865246,0.9843317310511918,0.9689089567542356,0.2314391164665539,-0.79278558126946,0.0476190476190476,-5.522700392974998,1.5887569177318244,2.524148543640727,5.958686653405535,2.231375124702625,0.0476190476190476,9.806650122469415,4.4846915825025547e-07,2.0112458590169266e-13,-2.3205187332028694e-20,,0.4857142857142857
Heading,j,0,0.0,2.037805419921876,106,53.24320811126979,1.72790869140625,0.2966156919609825,2.850902584845395,8.127645548278153,-8.722997753426128,2.3036063552004906,0.3047619047619048,-1.3309891628769208,10.232169833028134,104.697299491931,1519.2329060458776,3.3179961918819467,0.1714285714285714,-0.6904075269429188,8.006891899116184,64.11031788413237,-405.2989335303104,0.1283556190364776,0.1523809523809524,10.760405765489717,7.967754154090723,63.485106260029966,789.0887002264479,3.286908341374972,0.1809523809523809,-0.2168757245471736,1.9172257825513308,3.6757547012795615,-2.627533180573541,0.6338795496749228,0.1047619047619047,-0.06654104187575,1.0314432275051533,1.0638751315662474,0.0308859583647432,0.9593460997048684,0.2476190476190476,-0.0283382199287309,0.4655143756785689,0.2167036339634078,-0.029484949191312,2.0249850330058647,0.1714285714285714,1.812468963008532,1.3128425533172263,1.723555569800495,3.164737896480091,1.938141767133132,0.1523809523809524,-0.5331933195790592,0.3518094003592694,0.1237698541811487,-0.0074568588571702,-0.5429428932635099,0.0857142857142857,9.214586415380802,0.4944490500664501,0.2444798631116148,-0.0980247623045094,-0.431764782082856,0.0666666666666666,-2.874772055531448,1.5313147722184757,2.344924931614522,-0.2471041548219558,-1.1889785272338596,0.0666666666666666,9.806650138693422,4.73195744703246e-07,2.2391421280525954e-13,1.803671625242912e-20,,0.5714285714285714
Juggling,a,9,9.249240478515626,11.25872216796875,106,53.24736103166826,2.225450439453125,0.2973168542924917,5.659745289735751,32.03271674468602,2.945869532144102,0.8919140432343147,0.2952380952380952,-0.1689920695322864,8.855069672052617,78.41225889690604,-19.469798384839045,-0.9164717018445688,0.1142857142857142,-0.524572427050685,3.933990678961237,15.476282662153896,-45.992943466606505,2.3762862931408577,0.2952380952380952,10.303601726091768,4.488783981932937,20.149181636457715,33.6489295568715,-0.522330204748223,0.238095238095238,0.0293330381852838,1.2743784578771291,1.6240404539012905,0.2956138298119585,-0.6107993407745544,0.0952380952380952,-0.0350224299286052,1.4385210572760911,2.0693428322267238,-1.3056321916715177,-0.3431182973059634,0.1809523809523809,-0.0032517021820652,1.3714734528154708,1.8809394317775892,-2.0377120705825003,1.379933236259535,0.1714285714285714,2.128488220187468,1.022720971586656,1.0459581857231532,1.0823725997965077,0.5397792156576218,0.1619047619047619,-2.8223142213416548,1.2800331393532682,1.6384848378425834,-0.5215936386261465,-0.39659943950396,0.0380952380952381,9.236726347005591,0.5041112390125256,0.2541281412987438,-0.2307556326383812,3.29084396792374,0.0571428571428571,0.2488280618387572,0.9660691120406388,0.9332895292389884,0.658868348210118,0.1728517753309808,0.0857142857142857,9.806650247979332,5.173207102714629e-07,2.676207172757709e-13,-2.018175730476968e-20,,0.5333333333333333
Juggling,f,2,2.0095234375000004,4.0002678222656245,106,53.24597665288756,1.38976318359375,0.1866784178704585,5.404653138258608,29.210275544888617,24.3538586049567,0.1780063715612088,0.2857142857142857,-0.1331681800338457,9.255396979212,85.66237324280661,811.583250699909,1.9432650329141827,0.1047619047619047,-0.1352515892600113,5.408431794294362,29.251134473534133,-13.733189042576134,1.1987940435841755,0.3142857142857143,10.689061815962331,5.471619170230588,29.93861634403487,344.3554042598517,7.578320778354158,0.3047619047619048,0.274877622108555,1.1228627501134452,1.2608207555923294,-0.0268576772170095,-0.2373768534549385,0.1428571428571428,-0.2721042445210634,1.3911922303404356,1.935415821759596,0.0304936150668461,-0.5896889105624346,0.1714285714285714,0.0967471478726574,1.2678878901352637,1.6075397019516504,-2.577833766827489,1.6837927518616604,0.2,2.054520573014405,0.8612084138047325,0.7416799320080633,0.2603811429933893,0.1036037198949468,0.2,-2.702774836207336,1.3282814018547462,1.76433148251321,0.4318918382811739,-0.7749356561021306,0.0571428571428571,9.248565026049343,0.4099411158924568,0.1680517184991527,-0.0592716707302158,0.2796993104063521,0.0380952380952381,-0.7349886693552418,0.925662341406458,0.8568507702980861,0.3504741666655458,0.4508088289502727,0.0857142857142857,9.806650252338438,4.350028721471445e-07,1.892274987762649e-13,-5.347447177320961e-21,,0.4666666666666667
Pass,i,4,4.047054443359375,6.075278320312501,106,53.24874548243642,2.169069580078125,-0.3077593240535484,1.3846545278228313,1.917268161420268,0.4376484555865019,0.3483915146460301,0.1142857142857142,0.5987409105840719,1.6722887375796749,2.796549621835822,-2.4083805845808985,0.2396958123614028,0.0952380952380952,0.0510247585908421,1.969575156169964,3.879226295801937,-6.216247558612567,2.2114129965345706,0.1238095238095238,2.7283678888074894,1.2668317756988845,1.604862747920389,4.076847645066521,8.450280154239449,0.1523809523809524,0.0109148836378359,1.2908345008286288,1.6662537085294955,-0.557628693501039,-0.2527986524155929,0.0571428571428571,-0.0159847749405944,0.9873427671393552,0.9748457398223992,0.5204144332374058,0.1388158394467242,0.0952380952380952,0.1568899595108375,0.547390903103381,0.299636800800335,0.0929987351919297,-0.6172598378525063,0.0476190476190476,1.4525424763104593,0.9251192954295944,0.8558457107761493,0.4206312811517676,-0.7571370197787184,0.0761904761904762,0.5691077643038951,0.8848654492449948,0.7829868632675464,0.6673654051700222,0.0884097763856153,0.019047619047619,8.939355481345698,0.431044063599905,0.1857989847647189,0.0145483021608808,-0.8156484899416356,0.019047619047619,-3.238145332502307,2.116614294285821,4.480056070775063,11.341221276645314,0.0148692650036625,0.019047619047619,9.806650150916466,4.654288292410072e-07,2.1662399508865465e-13,-3.0633049122192183e-20,,0.5142857142857142
